"id","text_appeal","adress","home","text_appeal_lem","type","lat","lng","created_at","updated_at"
"14760","1. Расширить парковочные места
2. Установить видеокамеры для контроля за двором. ","улица Университетская","28","""['1', 'расширять', 'парковочный', 'место', '2', 'устанавливать', 'видеокамера', 'контроль', 'двор']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:43"
"14761","Парковку расширить. Благоустроить детскую площадку.","улица Советская","39","""['парковка', 'расширять', 'благоустраивать', 'детский', 'площадка']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:43"
"14762","Тротуар по улице Вузовского по нечетной стороне отремонтировать. ","улица Эльгера","14","""['тротуар', 'улица', 'вузовский', 'нечетный', 'сторона', 'отремонтировать']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14763","транспорт во все стороны
школу,дет.площадки, отлов собак, аптека, магазины","улица Академика В.Н.Челомея","1","""['транспорт', 'весь', 'сторона', 'школа', 'дет', 'площадка', 'отлов', 'собака', 'аптека', 'магазин']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14764","1. благоустроиство детской площадки около дома Энгельса 44","улица Энгельса","42","""['1', 'благоустроиство', 'детский', 'площадка', 'около', 'дом', 'энгельс', '44']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14765","Отделение сбербанка","бульвар А.Миттова","11","""['отделение', 'сбербанк']""","Major overhaul",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14766","Бесплатный проезд пенсионерам.","проспект Московский","38 корп. 2","""['бесплатный', 'проезд', 'пенсионер']""","Major overhaul",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14767","Отремонтировать дорогу перед подъездом","улица Гражданская","109","""['отремонтировать', 'дорога', 'подъезд']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14768","почините тротуар от Кукшумской до танка. мешают деревья при входе. решите этот вопрос.","улица Кукшумская","9","""['починять', 'тротуар', 'кукшумский', 'танка', 'мешать', 'дерево', 'вход', 'решать', 'вопрос']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14769","сделать дорогу до пятерочки","проспект Мира","21А","""['сделать', 'дорога', 'пятерочка']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14770","Сделать асфальт во дворе Чернышевского 3","улица Чернышевского","3","""['сделать', 'асфальт', 'двор', 'чернышевский', '3']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14771","все ровно не выполняется
","проспект Мира","23Б","""['ровно', 'выполняться']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14772","Чистоту в подъезде","проспект Тракторостроителей","81","""['чистота', 'подъезд']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14773","Чистоту в подъезде","проспект Тракторостроителей","81","""['чистота', 'подъезд']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14774","Произвести ямочный или капитальный придомовой территории по Б.Миттова, 7 и 0","бульвар А.Миттова","7","""['производить', 'ямочный', 'капитальный', 'придомовый', 'территория', 'б', 'миттов', '7', '0']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14775","Детская площадка","улица Гагарина Ю.","30","""['детский', 'площадка']""","Playground",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14776","Улучшить качество дорог, увеличение з/ платы.","улица Кукшумская","11","""['улучшать', 'качество', 'дорога', 'увеличение', 'з', '/ ', 'плата']""","General improvement",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14777","Просим сделать дорогу перед домом Терешкова 17","улица Терешковой","17","""['просить', 'сделать', 'дорога', 'дом', 'терешкова', '17']""","Need for a road",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
"14778","-","улица Путепроводная","37Б","""[]""",NULL,NULL,NULL,"2021-10-30 11:06:38","2021-10-30 11:06:38"
"14779","Детская и спортивная  площадка

","улица Декабристов","35","""['детский', 'спортивный', 'площадка']""","Playground",NULL,NULL,"2021-10-30 11:06:38","2021-10-30 20:44:44"
